Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,Low CI,High CI,Confidence Interval,Quartile Range,Suppression Flag,Quartile Number
"Adults who talk on the telephone with family, friends, or neighbors less than three times in a typical week",By State,Alaska,Alaska,4.1,68,"Apr 30 - May 27, 2024",04/30/2024 12:00:00 AM,05/27/2024 12:00:00 AM,57.4,51.9,62.8,51.9 - 62.8,50.9-60.3,,4
"Adults who talk on the telephone with family, friends, or neighbors less than three times in a typical week",By State,Arizona,Arizona,4.1,68,"Apr 30 - May 27, 2024",04/30/2024 12:00:00 AM,05/27/2024 12:00:00 AM,49.8,45.6,53.9,45.6 - 53.9,48.1-50.8,,3
"Adults who talk on the telephone with family, friends, or neighbors less than three times in a typical week",By State,Arkansas,Arkansas,4.1,68,"Apr 30 - May 27, 2024",04/30/2024 12:00:00 AM,05/27/2024 12:00:00 AM,44.4,39.6,49.3,39.6 - 49.3,37.8-44.4,,1
"Adults who talk on the telephone with family, friends, or neighbors less than three times in a typical week",By State,California,California,4.1,68,"Apr 30 - May 27, 2024",04/30/2024 12:00:00 AM,05/27/2024 12:00:00 AM,50.2,47.1,53.2,47.1 - 53.2,48.1-50.8,,3
"Adults who talk on the telephone with family, friends, or neighbors less than three times in a typical week",By State,Colorado,Colorado,4.1,68,"Apr 30 - May 27, 2024",04/30/2024 12:00:00 AM,05/27/2024 12:00:00 AM,47.5,44.4,50.7,44.4 - 50.7,44.5-48.0,,2
"Adults who talk on the telephone with family, friends, or neighbors less than three times in a typical week",By State,Connecticut,Connecticut,4.1,68,"Apr 30 - May 27, 2024",04/30/2024 12:00:00 AM,05/27/2024 12:00:00 AM,46.6,43,50.1,43.0 - 50.1,44.5-48.0,,2
"Adults who talk on the telephone with family, friends, or neighbors less than three times in a typical week",By State,Delaware,Delaware,4.1,68,"Apr 30 - May 27, 2024",04/30/2024 12:00:00 AM,05/27/2024 12:00:00 AM,50.2,43.5,56.8,43.5 - 56.8,48.1-50.8,,3
"Adults who talk on the telephone with family, friends, or neighbors less than three times in a typical week",By State,District of Columbia,District of Columbia,4.1,68,"Apr 30 - May 27, 2024",04/30/2024 12:00:00 AM,05/27/2024 12:00:00 AM,44,39.4,48.6,39.4 - 48.6,37.8-44.4,,1
"Adults who talk on the telephone with family, friends, or neighbors less than three times in a typical week",By State,Florida,Florida,4.1,68,"Apr 30 - May 27, 2024",04/30/2024 12:00:00 AM,05/27/2024 12:00:00 AM,41.9,38.1,45.7,38.1 - 45.7,37.8-44.4,,1
"Adults who talk on the telephone with family, friends, or neighbors less than three times in a typical week",By State,Georgia,Georgia,4.1,68,"Apr 30 - May 27, 2024",04/30/2024 12:00:00 AM,05/27/2024 12:00:00 AM,41.7,37.4,46,37.4 - 46.0,37.8-44.4,,1
"Adults who talk on the telephone with family, friends, or neighbors less than three times in a typical week",By State,Hawaii,Hawaii,4.1,68,"Apr 30 - May 27, 2024",04/30/2024 12:00:00 AM,05/27/2024 12:00:00 AM,48.9,44.1,53.7,44.1 - 53.7,48.1-50.8,,3
"Adults who talk on the telephone with family, friends, or neighbors less than three times in a typical week",By State,Idaho,Idaho,4.1,68,"Apr 30 - May 27, 2024",04/30/2024 12:00:00 AM,05/27/2024 12:00:00 AM,52,48.6,55.4,48.6 - 55.4,50.9-60.3,,4
"Adults who talk on the telephone with family, friends, or neighbors less than three times in a typical week",By State,Illinois,Illinois,4.1,68,"Apr 30 - May 27, 2024",04/30/2024 12:00:00 AM,05/27/2024 12:00:00 AM,47,43.1,51,43.1 - 51.0,44.5-48.0,,2
"Adults who talk on the telephone with family, friends, or neighbors less than three times in a typical week",By State,Indiana,Indiana,4.1,68,"Apr 30 - May 27, 2024",04/30/2024 12:00:00 AM,05/27/2024 12:00:00 AM,48.8,44.7,53,44.7 - 53.0,48.1-50.8,,3
"Adults who talk on the telephone with family, friends, or neighbors less than three times in a typical week",By State,Iowa,Iowa,4.1,68,"Apr 30 - May 27, 2024",04/30/2024 12:00:00 AM,05/27/2024 12:00:00 AM,50.1,46.3,53.9,46.3 - 53.9,48.1-50.8,,3
"Adults who talk on the telephone with family, friends, or neighbors less than three times in a typical week",By State,Kansas,Kansas,4.1,68,"Apr 30 - May 27, 2024",04/30/2024 12:00:00 AM,05/27/2024 12:00:00 AM,50.8,46.5,55,46.5 - 55.0,48.1-50.8,,3
"Adults who talk on the telephone with family, friends, or neighbors less than three times in a typical week",By State,Kentucky,Kentucky,4.1,68,"Apr 30 - May 27, 2024",04/30/2024 12:00:00 AM,05/27/2024 12:00:00 AM,43.1,38.4,47.9,38.4 - 47.9,37.8-44.4,,1
"Adults who talk on the telephone with family, friends, or neighbors less than three times in a typical week",By State,Louisiana,Louisiana,4.1,68,"Apr 30 - May 27, 2024",04/30/2024 12:00:00 AM,05/27/2024 12:00:00 AM,37.8,33.7,42.2,33.7 - 42.2,37.8-44.4,,1
"Adults who talk on the telephone with family, friends, or neighbors less than three times in a typical week",By State,Maine,Maine,4.1,68,"Apr 30 - May 27, 2024",04/30/2024 12:00:00 AM,05/27/2024 12:00:00 AM,57.7,52.8,62.5,52.8 - 62.5,50.9-60.3,,4
"Adults who talk on the telephone with family, friends, or neighbors less than three times in a typical week",By State,Maryland,Maryland,4.1,68,"Apr 30 - May 27, 2024",04/30/2024 12:00:00 AM,05/27/2024 12:00:00 AM,47.6,43.9,51.2,43.9 - 51.2,44.5-48.0,,2
"Adults who talk on the telephone with family, friends, or neighbors less than three times in a typical week",By State,Massachusetts,Massachusetts,4.1,68,"Apr 30 - May 27, 2024",04/30/2024 12:00:00 AM,05/27/2024 12:00:00 AM,49.4,45.5,53.3,45.5 - 53.3,48.1-50.8,,3
"Adults who talk on the telephone with family, friends, or neighbors less than three times in a typical week",By State,Michigan,Michigan,4.1,68,"Apr 30 - May 27, 2024",04/30/2024 12:00:00 AM,05/27/2024 12:00:00 AM,46.3,42.4,50.2,42.4 - 50.2,44.5-48.0,,2
"Adults who talk on the telephone with family, friends, or neighbors less than three times in a typical week",By State,Minnesota,Minnesota,4.1,68,"Apr 30 - May 27, 2024",04/30/2024 12:00:00 AM,05/27/2024 12:00:00 AM,49,45.3,52.7,45.3 - 52.7,48.1-50.8,,3
"Adults who talk on the telephone with family, friends, or neighbors less than three times in a typical week",By State,Mississippi,Mississippi,4.1,68,"Apr 30 - May 27, 2024",04/30/2024 12:00:00 AM,05/27/2024 12:00:00 AM,38.9,34.4,43.6,34.4 - 43.6,37.8-44.4,,1
"Adults who talk on the telephone with family, friends, or neighbors less than three times in a typical week",By State,Missouri,Missouri,4.1,68,"Apr 30 - May 27, 2024",04/30/2024 12:00:00 AM,05/27/2024 12:00:00 AM,46.4,42.7,50.2,42.7 - 50.2,44.5-48.0,,2
"Adults who talk on the telephone with family, friends, or neighbors less than three times in a typical week",By State,Montana,Montana,4.1,68,"Apr 30 - May 27, 2024",04/30/2024 12:00:00 AM,05/27/2024 12:00:00 AM,53.2,48,58.4,48.0 - 58.4,50.9-60.3,,4
"Adults who talk on the telephone with family, friends, or neighbors less than three times in a typical week",By State,Nebraska,Nebraska,4.1,68,"Apr 30 - May 27, 2024",04/30/2024 12:00:00 AM,05/27/2024 12:00:00 AM,50.8,47.3,54.3,47.3 - 54.3,48.1-50.8,,3
"Adults who talk on the telephone with family, friends, or neighbors less than three times in a typical week",By State,Nevada,Nevada,4.1,68,"Apr 30 - May 27, 2024",04/30/2024 12:00:00 AM,05/27/2024 12:00:00 AM,60.3,56.4,64.1,56.4 - 64.1,50.9-60.3,,4
"Adults who talk on the telephone with family, friends, or neighbors less than three times in a typical week",By State,New Hampshire,New Hampshire,4.1,68,"Apr 30 - May 27, 2024",04/30/2024 12:00:00 AM,05/27/2024 12:00:00 AM,53.9,50.3,57.5,50.3 - 57.5,50.9-60.3,,4
"Adults who talk on the telephone with family, friends, or neighbors less than three times in a typical week",By State,New Jersey,New Jersey,4.1,68,"Apr 30 - May 27, 2024",04/30/2024 12:00:00 AM,05/27/2024 12:00:00 AM,46.5,41.8,51.2,41.8 - 51.2,44.5-48.0,,2
"Adults who talk on the telephone with family, friends, or neighbors less than three times in a typical week",By State,New Mexico,New Mexico,4.1,68,"Apr 30 - May 27, 2024",04/30/2024 12:00:00 AM,05/27/2024 12:00:00 AM,52.1,47.5,56.7,47.5 - 56.7,50.9-60.3,,4
"Adults who talk on the telephone with family, friends, or neighbors less than three times in a typical week",By State,New York,New York,4.1,68,"Apr 30 - May 27, 2024",04/30/2024 12:00:00 AM,05/27/2024 12:00:00 AM,43.5,39,48,39.0 - 48.0,37.8-44.4,,1
"Adults who talk on the telephone with family, friends, or neighbors less than three times in a typical week",By State,North Carolina,North Carolina,4.1,68,"Apr 30 - May 27, 2024",04/30/2024 12:00:00 AM,05/27/2024 12:00:00 AM,42.4,38.5,46.3,38.5 - 46.3,37.8-44.4,,1
"Adults who talk on the telephone with family, friends, or neighbors less than three times in a typical week",By State,North Dakota,North Dakota,4.1,68,"Apr 30 - May 27, 2024",04/30/2024 12:00:00 AM,05/27/2024 12:00:00 AM,49.9,45,54.7,45.0 - 54.7,48.1-50.8,,3
"Adults who talk on the telephone with family, friends, or neighbors less than three times in a typical week",By State,Ohio,Ohio,4.1,68,"Apr 30 - May 27, 2024",04/30/2024 12:00:00 AM,05/27/2024 12:00:00 AM,48,44,52.1,44.0 - 52.1,44.5-48.0,,2
"Adults who talk on the telephone with family, friends, or neighbors less than three times in a typical week",By State,Oklahoma,Oklahoma,4.1,68,"Apr 30 - May 27, 2024",04/30/2024 12:00:00 AM,05/27/2024 12:00:00 AM,44.5,40.2,48.8,40.2 - 48.8,44.5-48.0,,2
"Adults who talk on the telephone with family, friends, or neighbors less than three times in a typical week",By State,Oregon,Oregon,4.1,68,"Apr 30 - May 27, 2024",04/30/2024 12:00:00 AM,05/27/2024 12:00:00 AM,58.1,54.8,61.5,54.8 - 61.5,50.9-60.3,,4
"Adults who talk on the telephone with family, friends, or neighbors less than three times in a typical week",By State,Pennsylvania,Pennsylvania,4.1,68,"Apr 30 - May 27, 2024",04/30/2024 12:00:00 AM,05/27/2024 12:00:00 AM,45.3,41.6,48.9,41.6 - 48.9,44.5-48.0,,2
"Adults who sometimes, rarely, or never get the social and emotional support they need",By State,Kentucky,Kentucky,4.2,71,"Jul 23 - Aug 19, 2024",07/23/2024 12:00:00 AM,08/19/2024 12:00:00 AM,36.9,33.1,40.9,33.1 - 40.9,31.7-37.1,,1
"Adults who talk on the telephone with family, friends, or neighbors less than three times in a typical week",By State,Rhode Island,Rhode Island,4.1,68,"Apr 30 - May 27, 2024",04/30/2024 12:00:00 AM,05/27/2024 12:00:00 AM,42.6,36.3,49,36.3 - 49.0,37.8-44.4,,1
"Adults who talk on the telephone with family, friends, or neighbors less than three times in a typical week",By State,South Carolina,South Carolina,4.1,68,"Apr 30 - May 27, 2024",04/30/2024 12:00:00 AM,05/27/2024 12:00:00 AM,43,38.1,48,38.1 - 48.0,37.8-44.4,,1
"Adults who talk on the telephone with family, friends, or neighbors less than three times in a typical week",By State,South Dakota,South Dakota,4.1,68,"Apr 30 - May 27, 2024",04/30/2024 12:00:00 AM,05/27/2024 12:00:00 AM,50.7,45.6,55.8,45.6 - 55.8,48.1-50.8,,3
"Adults who talk on the telephone with family, friends, or neighbors less than three times in a typical week",By State,Tennessee,Tennessee,4.1,68,"Apr 30 - May 27, 2024",04/30/2024 12:00:00 AM,05/27/2024 12:00:00 AM,42.1,38.4,45.8,38.4 - 45.8,37.8-44.4,,1
"Adults who talk on the telephone with family, friends, or neighbors less than three times in a typical week",By State,Texas,Texas,4.1,68,"Apr 30 - May 27, 2024",04/30/2024 12:00:00 AM,05/27/2024 12:00:00 AM,49,46.4,51.6,46.4 - 51.6,48.1-50.8,,3
"Adults who talk on the telephone with family, friends, or neighbors less than three times in a typical week",By State,Utah,Utah,4.1,68,"Apr 30 - May 27, 2024",04/30/2024 12:00:00 AM,05/27/2024 12:00:00 AM,50,46,54.1,46.0 - 54.1,48.1-50.8,,3
"Adults who talk on the telephone with family, friends, or neighbors less than three times in a typical week",By State,Vermont,Vermont,4.1,68,"Apr 30 - May 27, 2024",04/30/2024 12:00:00 AM,05/27/2024 12:00:00 AM,47.8,41.6,54.1,41.6 - 54.1,44.5-48.0,,2
"Adults who talk on the telephone with family, friends, or neighbors less than three times in a typical week",By State,Virginia,Virginia,4.1,68,"Apr 30 - May 27, 2024",04/30/2024 12:00:00 AM,05/27/2024 12:00:00 AM,47.6,44.1,51.1,44.1 - 51.1,44.5-48.0,,2
"Adults who talk on the telephone with family, friends, or neighbors less than three times in a typical week",By State,Washington,Washington,4.1,68,"Apr 30 - May 27, 2024",04/30/2024 12:00:00 AM,05/27/2024 12:00:00 AM,56.2,53.4,59.1,53.4 - 59.1,50.9-60.3,,4
"Adults who talk on the telephone with family, friends, or neighbors less than three times in a typical week",By State,West Virginia,West Virginia,4.1,68,"Apr 30 - May 27, 2024",04/30/2024 12:00:00 AM,05/27/2024 12:00:00 AM,46.8,42.8,50.8,42.8 - 50.8,44.5-48.0,,2
"Adults who talk on the telephone with family, friends, or neighbors less than three times in a typical week",By State,Wisconsin,Wisconsin,4.1,68,"Apr 30 - May 27, 2024",04/30/2024 12:00:00 AM,05/27/2024 12:00:00 AM,52.7,48,57.2,48.0 - 57.2,50.9-60.3,,4
"Adults who talk on the telephone with family, friends, or neighbors less than three times in a typical week",By State,Wyoming,Wyoming,4.1,68,"Apr 30 - May 27, 2024",04/30/2024 12:00:00 AM,05/27/2024 12:00:00 AM,51.2,46,56.3,46.0 - 56.3,50.9-60.3,,4
"Adults who text or message with family, friends, or neighbors less than three times in a typical week",National Estimate,United States,United States,4.1,68,"Apr 30 - May 27, 2024",04/30/2024 12:00:00 AM,05/27/2024 12:00:00 AM,21.4,20.7,22.1,20.7 - 22.1,,,
"Adults who text or message with family, friends, or neighbors less than three times in a typical week",By Age,United States,18 - 29 years,4.1,68,"Apr 30 - May 27, 2024",04/30/2024 12:00:00 AM,05/27/2024 12:00:00 AM,24.1,21.6,26.7,21.6 - 26.7,,,
"Adults who text or message with family, friends, or neighbors less than three times in a typical week",By Age,United States,30 - 39 years,4.1,68,"Apr 30 - May 27, 2024",04/30/2024 12:00:00 AM,05/27/2024 12:00:00 AM,20.6,19.1,22.1,19.1 - 22.1,,,
"Adults who text or message with family, friends, or neighbors less than three times in a typical week",By Age,United States,40 - 49 years,4.1,68,"Apr 30 - May 27, 2024",04/30/2024 12:00:00 AM,05/27/2024 12:00:00 AM,21.8,20.4,23.2,20.4 - 23.2,,,
"Adults who text or message with family, friends, or neighbors less than three times in a typical week",By Age,United States,50 - 59 years,4.1,68,"Apr 30 - May 27, 2024",04/30/2024 12:00:00 AM,05/27/2024 12:00:00 AM,21.1,19.1,23.1,19.1 - 23.1,,,
"Adults who text or message with family, friends, or neighbors less than three times in a typical week",By Age,United States,60 - 69 years,4.1,68,"Apr 30 - May 27, 2024",04/30/2024 12:00:00 AM,05/27/2024 12:00:00 AM,20.4,19.3,21.5,19.3 - 21.5,,,
"Adults who text or message with family, friends, or neighbors less than three times in a typical week",By Age,United States,70 - 79 years,4.1,68,"Apr 30 - May 27, 2024",04/30/2024 12:00:00 AM,05/27/2024 12:00:00 AM,20.4,18.9,21.9,18.9 - 21.9,,,
"Adults who text or message with family, friends, or neighbors less than three times in a typical week",By Age,United States,80 years and above,4.1,68,"Apr 30 - May 27, 2024",04/30/2024 12:00:00 AM,05/27/2024 12:00:00 AM,24.2,21.3,27.3,21.3 - 27.3,,,
"Adults who text or message with family, friends, or neighbors less than three times in a typical week",By Sex,United States,Male,4.1,68,"Apr 30 - May 27, 2024",04/30/2024 12:00:00 AM,05/27/2024 12:00:00 AM,26.1,25,27.3,25.0 - 27.3,,,
"Adults who text or message with family, friends, or neighbors less than three times in a typical week",By Sex,United States,Female,4.1,68,"Apr 30 - May 27, 2024",04/30/2024 12:00:00 AM,05/27/2024 12:00:00 AM,17,16.3,17.7,16.3 - 17.7,,,
"Adults who text or message with family, friends, or neighbors less than three times in a typical week",By Gender identity,United States,Cis-gender male,4.1,68,"Apr 30 - May 27, 2024",04/30/2024 12:00:00 AM,05/27/2024 12:00:00 AM,25.8,24.1,27.5,24.1 - 27.5,,,
"Adults who text or message with family, friends, or neighbors less than three times in a typical week",By Gender identity,United States,Cis-gender female,4.1,68,"Apr 30 - May 27, 2024",04/30/2024 12:00:00 AM,05/27/2024 12:00:00 AM,16.7,15.6,17.9,15.6 - 17.9,,,
"Adults who text or message with family, friends, or neighbors less than three times in a typical week",By Gender identity,United States,Transgender,4.1,68,"Apr 30 - May 27, 2024",04/30/2024 12:00:00 AM,05/27/2024 12:00:00 AM,26.9,19,35.9,19.0 - 35.9,,,
"Adults who text or message with family, friends, or neighbors less than three times in a typical week",By Sexual orientation,United States,Gay or lesbian,4.1,68,"Apr 30 - May 27, 2024",04/30/2024 12:00:00 AM,05/27/2024 12:00:00 AM,20.4,17.3,23.9,17.3 - 23.9,,,
"Adults who text or message with family, friends, or neighbors less than three times in a typical week",By Sexual orientation,United States,Straight,4.1,68,"Apr 30 - May 27, 2024",04/30/2024 12:00:00 AM,05/27/2024 12:00:00 AM,20.8,20.1,21.5,20.1 - 21.5,,,
"Adults who text or message with family, friends, or neighbors less than three times in a typical week",By Sexual orientation,United States,Bisexual,4.1,68,"Apr 30 - May 27, 2024",04/30/2024 12:00:00 AM,05/27/2024 12:00:00 AM,20.8,17.3,24.7,17.3 - 24.7,,,
"Adults who text or message with family, friends, or neighbors less than three times in a typical week",By Race/Hispanic ethnicity,United States,Hispanic or Latino,4.1,68,"Apr 30 - May 27, 2024",04/30/2024 12:00:00 AM,05/27/2024 12:00:00 AM,29.5,27.1,31.9,27.1 - 31.9,,,
"Adults who text or message with family, friends, or neighbors less than three times in a typical week",By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",4.1,68,"Apr 30 - May 27, 2024",04/30/2024 12:00:00 AM,05/27/2024 12:00:00 AM,17.9,17.2,18.6,17.2 - 18.6,,,
"Adults who text or message with family, friends, or neighbors less than three times in a typical week",By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",4.1,68,"Apr 30 - May 27, 2024",04/30/2024 12:00:00 AM,05/27/2024 12:00:00 AM,25.9,23.6,28.4,23.6 - 28.4,,,
"Adults who text or message with family, friends, or neighbors less than three times in a typical week",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",4.1,68,"Apr 30 - May 27, 2024",04/30/2024 12:00:00 AM,05/27/2024 12:00:00 AM,26,22.8,29.4,22.8 - 29.4,,,
"Adults who text or message with family, friends, or neighbors less than three times in a typical week",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",4.1,68,"Apr 30 - May 27, 2024",04/30/2024 12:00:00 AM,05/27/2024 12:00:00 AM,22.7,19.5,26.1,19.5 - 26.1,,,
"Adults who text or message with family, friends, or neighbors less than three times in a typical week",By Education,United States,Less than a high school diploma,4.1,68,"Apr 30 - May 27, 2024",04/30/2024 12:00:00 AM,05/27/2024 12:00:00 AM,38.8,35,42.8,35.0 - 42.8,,,
"Adults who text or message with family, friends, or neighbors less than three times in a typical week",By Education,United States,High school diploma or GED,4.1,68,"Apr 30 - May 27, 2024",04/30/2024 12:00:00 AM,05/27/2024 12:00:00 AM,26.9,25.2,28.5,25.2 - 28.5,,,
"Adults who text or message with family, friends, or neighbors less than three times in a typical week",By Education,United States,Some college/Associate's degree,4.1,68,"Apr 30 - May 27, 2024",04/30/2024 12:00:00 AM,05/27/2024 12:00:00 AM,21.1,19.7,22.5,19.7 - 22.5,,,
"Adults who text or message with family, friends, or neighbors less than three times in a typical week",By Education,United States,Bachelor's degree or higher,4.1,68,"Apr 30 - May 27, 2024",04/30/2024 12:00:00 AM,05/27/2024 12:00:00 AM,13.4,12.7,14.1,12.7 - 14.1,,,
"Adults who text or message with family, friends, or neighbors less than three times in a typical week",By Disability status,United States,With disability,4.1,68,"Apr 30 - May 27, 2024",04/30/2024 12:00:00 AM,05/27/2024 12:00:00 AM,31.7,29.6,33.8,29.6 - 33.8,,,
"Adults who text or message with family, friends, or neighbors less than three times in a typical week",By Disability status,United States,Without disability,4.1,68,"Apr 30 - May 27, 2024",04/30/2024 12:00:00 AM,05/27/2024 12:00:00 AM,20,19.3,20.7,19.3 - 20.7,,,
"Adults who text or message with family, friends, or neighbors less than three times in a typical week",By State,Alabama,Alabama,4.1,68,"Apr 30 - May 27, 2024",04/30/2024 12:00:00 AM,05/27/2024 12:00:00 AM,21.5,18.1,25.3,18.1 - 25.3,20.6-22.5,,3
"Adults who text or message with family, friends, or neighbors less than three times in a typical week",By State,Alaska,Alaska,4.1,68,"Apr 30 - May 27, 2024",04/30/2024 12:00:00 AM,05/27/2024 12:00:00 AM,23,17.8,28.9,17.8 - 28.9,22.6-27.8,,4
